title,url,time_published,summary,source,ticker,sentiment_score,collected_at,combined_text,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_label,date
Is iShares ESG Aware MSCI USA ETF (ESGU) a Strong ETF Right Now?,https://finance.yahoo.com/news/ishares-esg-aware-msci-usa-112002801.html,2026-01-27 11:27:24,"The iShares ESG Aware MSCI USA ETF (ESGU), launched in 2016, is a smart beta ETF focused on U.S. companies with positive environmental, social, and governance characteristics, tracking the MSCI USA ESG Focus Index. With over $15.98 billion in assets and a low expense ratio of 0.15%, it primarily invests in Information Technology, Financials, and Consumer Discretionary sectors, with top holdings including Nvidia, Apple, and Microsoft. The ETF has performed well, up 1.44% year-to-date and 13.98% over the last 12 months, offering diversified exposure with 284 holdings.",Yahoo Finance,AAPL,0.860525282099843,2026-01-27 20:04:56.545366,"Is iShares ESG Aware MSCI USA ETF (ESGU) a Strong ETF Right Now? The iShares ESG Aware MSCI USA ETF (ESGU), launched in 2016, is a smart beta ETF focused on U.S. companies with positive environmental, social, and governance characteristics, tracking the MSCI USA ESG Focus Index. With over $15.98 billion in assets and a low expense ratio of 0.15%, it primarily invests in Information Technology, Financials, and Consumer Discretionary sectors, with top holdings including Nvidia, Apple, and Microsoft. The ETF has performed well, up 1.44% year-to-date and 13.98% over the last 12 months, offering diversified exposure with 284 holdings.",0.8671647310256958,0.006639448925852776,0.12619589269161224,positive,2026-01-27
Strs Ohio Reduces Stock Position in Masimo Corporation $MASI,https://www.marketbeat.com/instant-alerts/filing-strs-ohio-reduces-stock-position-in-masimo-corporation-masi-2026-01-27/,2026-01-27 10:58:23,"Strs Ohio has significantly reduced its stake in Masimo Corporation, selling 34.1% of its holdings, which amounted to 19,070 shares. Despite this reduction, Masimo (NASDAQ:MASI) exceeded quarterly earnings expectations and provided optimistic FY2025 guidance. The company maintains a ""Hold"" consensus rating from analysts, with a target price of $189.40, while many institutional investors increased their positions in the medical equipment provider.",MarketBeat,AAPL,-0.9466319270431995,2026-01-27 20:04:56.545367,"Strs Ohio Reduces Stock Position in Masimo Corporation $MASI Strs Ohio has significantly reduced its stake in Masimo Corporation, selling 34.1% of its holdings, which amounted to 19,070 shares. Despite this reduction, Masimo (NASDAQ:MASI) exceeded quarterly earnings expectations and provided optimistic FY2025 guidance. The company maintains a ""Hold"" consensus rating from analysts, with a target price of $189.40, while many institutional investors increased their positions in the medical equipment provider.",0.01711217686533928,0.9637441039085388,0.01914367265999317,negative,2026-01-27
Apple Inc. $AAPL Holdings Trimmed by Sather Financial Group Inc,https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-holdings-trimmed-by-sather-financial-group-inc-2026-01-27/,2026-01-27 10:57:31,"Sather Financial Group Inc. reduced its stake in Apple Inc. by 22.8% in Q3, selling over 7,000 shares, bringing their total holdings to 23,919 shares worth approximately $6.09 million. Despite this trim, other major institutional investors like Vanguard, State Street, and Geode increased their positions, and Norges Bank initiated a new significant holding, pushing overall institutional ownership to 67.73%. Analysts maintain a ""Moderate Buy"" consensus with an average price target of $282.80, supported by recent bullish calls from JPMorgan and Goldman Sachs.",MarketBeat,AAPL,-0.6251500695943832,2026-01-27 20:04:56.545369,"Apple Inc. $AAPL Holdings Trimmed by Sather Financial Group Inc Sather Financial Group Inc. reduced its stake in Apple Inc. by 22.8% in Q3, selling over 7,000 shares, bringing their total holdings to 23,919 shares worth approximately $6.09 million. Despite this trim, other major institutional investors like Vanguard, State Street, and Geode increased their positions, and Norges Bank initiated a new significant holding, pushing overall institutional ownership to 67.73%. Analysts maintain a ""Moderate Buy"" consensus with an average price target of $282.80, supported by recent bullish calls from JPMorgan and Goldman Sachs.",0.17360831797122955,0.7987583875656128,0.027633218094706535,negative,2026-01-27
Apple Inc. $AAPL Holdings Lessened by First Merchants Corp,https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-holdings-lessened-by-first-merchants-corp-2026-01-27/,2026-01-27 09:13:29,"First Merchants Corp decreased its stake in Apple Inc. by 3.7% in the third quarter of 2025, selling 7,989 shares and now holding 206,737 shares valued at approximately $52.64 million. Despite this reduction, Apple reported strong quarterly earnings, beating analyst estimates with EPS of $1.85 and revenue of $102.47 billion. Analysts maintain a ""Moderate Buy"" rating for Apple, with a consensus price target of $282.80, citing strong demand, growth in India, and new product/monetization catalysts.",MarketBeat,AAPL,-0.9476119745522738,2026-01-27 20:04:56.545370,"Apple Inc. $AAPL Holdings Lessened by First Merchants Corp First Merchants Corp decreased its stake in Apple Inc. by 3.7% in the third quarter of 2025, selling 7,989 shares and now holding 206,737 shares valued at approximately $52.64 million. Despite this reduction, Apple reported strong quarterly earnings, beating analyst estimates with EPS of $1.85 and revenue of $102.47 billion. Analysts maintain a ""Moderate Buy"" rating for Apple, with a consensus price target of $282.80, citing strong demand, growth in India, and new product/monetization catalysts.",0.0172432791441679,0.9648552536964417,0.017901409417390823,negative,2026-01-27
APPLE INC : Receives a Buy rating from Bernstein,https://www.marketscreener.com/news/apple-inc-receives-a-buy-rating-from-bernstein-ce7e5bd8dd8cf32c,2026-01-27 08:59:00,"Bernstein analyst Mark Newman has reiterated a Buy rating on Apple Inc. stock, maintaining a target price of USD 325. The report was published by MarketScreener with dpa-AFX Analyser. Apple Inc. specializes in computer hardware, music supports, and related services, with significant sales across Americas, China, Japan, Asia/Pacific, and Europe/India/Middle East/Africa.",marketscreener.com,AAPL,0.19784083496779203,2026-01-27 20:04:56.545371,"APPLE INC : Receives a Buy rating from Bernstein Bernstein analyst Mark Newman has reiterated a Buy rating on Apple Inc. stock, maintaining a target price of USD 325. The report was published by MarketScreener with dpa-AFX Analyser. Apple Inc. specializes in computer hardware, music supports, and related services, with significant sales across Americas, China, Japan, Asia/Pacific, and Europe/India/Middle East/Africa.",0.21037140488624573,0.012530569918453693,0.7770980000495911,neutral,2026-01-27
"Aletheia Maintains Sell on Apple (AAPL), Lowers Target Price",https://finviz.com/news/287862/aletheia-maintains-sell-on-apple-aapl-lowers-target-price,2026-01-27 08:52:29,"Aletheia Capital has maintained a Sell rating on Apple (AAPL) and lowered its price target to $205 from $215. The firm cites pressure on Apple's hardware margins due to rising memory costs and increased R&D investments in AI, despite robust demand for the iPhone 17. The report suggests that iPhone 17's Bill of Materials will significantly increase, leading to a projected decline in gross margins.",Finviz,AAPL,-0.9283807370811701,2026-01-27 20:04:56.545373,"Aletheia Maintains Sell on Apple (AAPL), Lowers Target Price Aletheia Capital has maintained a Sell rating on Apple (AAPL) and lowered its price target to $205 from $215. The firm cites pressure on Apple's hardware margins due to rising memory costs and increased R&D investments in AI, despite robust demand for the iPhone 17. The report suggests that iPhone 17's Bill of Materials will significantly increase, leading to a projected decline in gross margins.",0.028970113024115562,0.9573508501052856,0.013679051771759987,negative,2026-01-27
Cirrus Logic (CRUS) Expected to Announce Quarterly Earnings on Tuesday,https://www.marketbeat.com/instant-alerts/cirrus-logic-crus-expected-to-announce-quarterly-earnings-on-tuesday-2026-01-27/,2026-01-27 08:29:23,"Cirrus Logic (CRUS) is projected to release its Q3 2026 earnings on Tuesday, February 3rd, with analysts anticipating $2.37 EPS and $531.4 million in revenue. The company previously surpassed estimates in the last quarter, reporting $2.83 EPS against $2.32 expected. Analysts maintain a ""Moderate Buy"" rating with a consensus target price of $142.50, and recent insider and institutional trading activity has been noted.",MarketBeat,AAPL,0.9008513912558556,2026-01-27 20:04:56.545374,"Cirrus Logic (CRUS) Expected to Announce Quarterly Earnings on Tuesday Cirrus Logic (CRUS) is projected to release its Q3 2026 earnings on Tuesday, February 3rd, with analysts anticipating $2.37 EPS and $531.4 million in revenue. The company previously surpassed estimates in the last quarter, reporting $2.83 EPS against $2.32 expected. Analysts maintain a ""Moderate Buy"" rating with a consensus target price of $142.50, and recent insider and institutional trading activity has been noted.",0.919780433177948,0.018929041922092438,0.06129061430692673,positive,2026-01-27
Apple Inc. $AAPL Stock Holdings Reduced by Adams Diversified Equity Fund Inc.,https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-stock-holdings-reduced-by-adams-diversified-equity-fund-inc-2026-01-27/,2026-01-27 08:23:12,"Adams Diversified Equity Fund Inc. reduced its stake in Apple Inc. by 1.0% in the third quarter, selling 8,100 shares. Despite this reduction, Apple remains the fund's third-largest holding, comprising 7.1% of its portfolio. The article also details other institutional investor activities, analyst ratings, financial data, and recent news impacting Apple's stock.",MarketBeat,AAPL,-0.9378546811640263,2026-01-27 20:04:56.545376,"Apple Inc. $AAPL Stock Holdings Reduced by Adams Diversified Equity Fund Inc. Adams Diversified Equity Fund Inc. reduced its stake in Apple Inc. by 1.0% in the third quarter, selling 8,100 shares. Despite this reduction, Apple remains the fund's third-largest holding, comprising 7.1% of its portfolio. The article also details other institutional investor activities, analyst ratings, financial data, and recent news impacting Apple's stock.",0.01019212231040001,0.9480468034744263,0.041761044412851334,negative,2026-01-27
APS Management Group Inc. Makes New Investment in Apple Inc. $AAPL,https://www.marketbeat.com/instant-alerts/filing-aps-management-group-inc-makes-new-investment-in-apple-inc-aapl-2026-01-27/,2026-01-27 08:17:37,"APS Management Group Inc. has made a new investment in Apple Inc. (NASDAQ:AAPL), acquiring 26,390 shares valued at approximately $6.72 million, making Apple its fourth-largest holding. Apple recently reported a strong quarter with an EPS beat ($1.85 vs. $1.74) and revenue up 8.7% year-over-year, and currently holds a ""Moderate Buy"" consensus rating with an average target price of $282.80. Despite a recent insider share sale, institutional ownership remains significant, and the stock is experiencing positive momentum from analyst upgrades and strong iPhone demand.",MarketBeat,AAPL,0.9358424143865705,2026-01-27 20:04:56.545377,"APS Management Group Inc. Makes New Investment in Apple Inc. $AAPL APS Management Group Inc. has made a new investment in Apple Inc. (NASDAQ:AAPL), acquiring 26,390 shares valued at approximately $6.72 million, making Apple its fourth-largest holding. Apple recently reported a strong quarter with an EPS beat ($1.85 vs. $1.74) and revenue up 8.7% year-over-year, and currently holds a ""Moderate Buy"" consensus rating with an average target price of $282.80. Despite a recent insider share sale, institutional ownership remains significant, and the stock is experiencing positive momentum from analyst upgrades and strong iPhone demand.",0.948407769203186,0.012565354816615582,0.039026889950037,positive,2026-01-27
Rep. Nancy Pelosi Buys NVIDIA Corporation (NASDAQ:NVDA) Stock,https://www.marketbeat.com/instant-alerts/rep-nancy-pelosi-buys-nvidia-corporation-nasdaqnvda-stock-2026-01-27/,2026-01-27 07:11:20,"Representative Nancy Pelosi recently purchased a significant amount of NVIDIA (NASDAQ:NVDA) stock, along with shares in Amazon, Alphabet, and Vistra, after substantial sales of Apple, Walt Disney, PayPal, and previous holdings in Alphabet, Amazon, and NVIDIA in December. This activity suggests a strategic shift towards big-tech and AI exposure. NVIDIA's strong financial performance, including an EPS beat and 62.5% year-over-year revenue growth, reinforces analyst confidence, with many maintaining a ""Buy"" rating. However, the company faces competitive pressure from Microsoft's AI chips and notable insider selling, which could impact short-term sentiment.",MarketBeat,AAPL,0.9217696711421013,2026-01-27 20:04:56.545378,"Rep. Nancy Pelosi Buys NVIDIA Corporation (NASDAQ:NVDA) Stock Representative Nancy Pelosi recently purchased a significant amount of NVIDIA (NASDAQ:NVDA) stock, along with shares in Amazon, Alphabet, and Vistra, after substantial sales of Apple, Walt Disney, PayPal, and previous holdings in Alphabet, Amazon, and NVIDIA in December. This activity suggests a strategic shift towards big-tech and AI exposure. NVIDIA's strong financial performance, including an EPS beat and 62.5% year-over-year revenue growth, reinforces analyst confidence, with many maintaining a ""Buy"" rating. However, the company faces competitive pressure from Microsoft's AI chips and notable insider selling, which could impact short-term sentiment.",0.9450920820236206,0.023322410881519318,0.03158552572131157,positive,2026-01-27
APC.DE Apple Inc. (XETRA) pre-market: trading at €214.60 before Jan 29 earnings,https://meyka.com/blog/apcde-apple-inc-xetra-pre-market-trading-at-21460-before-jan-29-earnings-2701/,2026-01-27 06:27:29,"Apple Inc. (APC.DE) is trading at €214.60 in pre-market on XETRA ahead of its January 29, 2026 earnings release, showing a 1.71% intraday rise. Key metrics for investors to watch include iPhone unit trends, services revenue growth, and gross margin direction. Meyka AI rates APC.DE with a ""BUY"" suggestion and projects a 12-month target of €247.25, indicating a 15.22% upside from its current price.",Meyka,AAPL,0.9312636200338602,2026-01-27 20:04:56.545380,"APC.DE Apple Inc. (XETRA) pre-market: trading at €214.60 before Jan 29 earnings Apple Inc. (APC.DE) is trading at €214.60 in pre-market on XETRA ahead of its January 29, 2026 earnings release, showing a 1.71% intraday rise. Key metrics for investors to watch include iPhone unit trends, services revenue growth, and gross margin direction. Meyka AI rates APC.DE with a ""BUY"" suggestion and projects a 12-month target of €247.25, indicating a 15.22% upside from its current price.",0.9504789710044861,0.019215350970625877,0.030305663123726845,positive,2026-01-27
MSCI (MSCI) Q4 Earnings Report Preview: What To Look For,https://finviz.com/news/287740/msci-msci-q4-earnings-report-preview-what-to-look-for,2026-01-27 03:27:24,"MSCI (NYSE:MSCI) is set to report its Q4 earnings this Wednesday before market open, with analysts expecting an 11% year-on-year revenue increase to $824.9 million and adjusted earnings of $4.58 per share. The company has a mixed past performance against revenue estimates, but analysts have reconfirmed their estimates. Peers like FactSet and Jefferies have already reported Q4 results, providing some context for the capital markets segment.",Finviz,AAPL,0.8517949767410755,2026-01-27 20:04:56.545381,"MSCI (MSCI) Q4 Earnings Report Preview: What To Look For MSCI (NYSE:MSCI) is set to report its Q4 earnings this Wednesday before market open, with analysts expecting an 11% year-on-year revenue increase to $824.9 million and adjusted earnings of $4.58 per share. The company has a mixed past performance against revenue estimates, but analysts have reconfirmed their estimates. Peers like FactSet and Jefferies have already reported Q4 results, providing some context for the capital markets segment.",0.9051048755645752,0.05330989882349968,0.04158520698547363,positive,2026-01-27
"Jim Cramer Expects Western Digital's Quarter to Be ""Very Positive""",https://finviz.com/news/287716/jim-cramer-expects-western-digitals-quarter-to-be-very-positive,2026-01-27 02:43:02,"Jim Cramer predicted a ""very positive"" quarter for Western Digital (WDC), highlighting its position as a key storage play alongside Sandisk. He emphasized the market's growing appreciation for data center companies and noted Western Digital's significant stock performance throughout 2025, despite historically being undervalued. Cramer believes the market is finally recognizing the company's strong technology.",Finviz,AAPL,0.9352847877889872,2026-01-27 20:04:56.545382,"Jim Cramer Expects Western Digital's Quarter to Be ""Very Positive"" Jim Cramer predicted a ""very positive"" quarter for Western Digital (WDC), highlighting its position as a key storage play alongside Sandisk. He emphasized the market's growing appreciation for data center companies and noted Western Digital's significant stock performance throughout 2025, despite historically being undervalued. Cramer believes the market is finally recognizing the company's strong technology.",0.9514292478561401,0.016144460067152977,0.03242634981870651,positive,2026-01-27
Microsoft and Meta earnings preview: Capex growth looms amid AI investment,https://www.spglobal.com/market-intelligence/en/news-insights/research/2026/01/microsoft-and-meta-earnings-preview1,2026-01-27 01:27:48,"Big tech companies like Microsoft and Meta are facing significant increases in capital expenditures for 2026 due to growing investments in generative AI technology infrastructure. While revenue growth is a concern, investors will be closely watching their upcoming earnings reports and outlooks for insights into future capex plans and the impact on their stock performance. Microsoft's capex is projected to more than double by fiscal year 2026, and Meta's capex is also expected to see a substantial year-over-year increase, reflecting their commitment to AI development despite varied stock performance since their last earnings.",S&P Global,AAPL,0.9229939952492714,2026-01-27 20:04:56.545384,"Microsoft and Meta earnings preview: Capex growth looms amid AI investment Big tech companies like Microsoft and Meta are facing significant increases in capital expenditures for 2026 due to growing investments in generative AI technology infrastructure. While revenue growth is a concern, investors will be closely watching their upcoming earnings reports and outlooks for insights into future capex plans and the impact on their stock performance. Microsoft's capex is projected to more than double by fiscal year 2026, and Meta's capex is also expected to see a substantial year-over-year increase, reflecting their commitment to AI development despite varied stock performance since their last earnings.",0.9480675458908081,0.025073550641536713,0.026858780533075333,positive,2026-01-27
